task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,json_repair_strategy,json_repair_attempts,llm_error,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
file_doc_054,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.562735899999097,1871.0,1227.0,436.0,1224.0,1660.0
file_doc_060,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.102270499999577,1955.0,1707.0,460.0,904.0,1364.0
file_doc_038,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.690074000001914,1921.0,946.0,444.0,1128.0,1572.0
file_doc_040,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.521491800001968,1950.0,1479.0,456.0,1184.0,1640.0
file_doc_051,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.256071100000554,1871.0,1184.0,442.0,919.0,1361.0
file_doc_033,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,26.46591080000144,1900.0,1436.0,444.0,1562.0,2006.0
file_doc_050,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.523362399999314,1915.0,1465.0,442.0,1020.0,1462.0
file_doc_053,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.481820799999696,1877.0,1823.0,441.0,1478.0,1919.0
file_doc_043,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.67426609999893,1883.0,1710.0,442.0,1229.0,1671.0
file_doc_052,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.248464199998125,1899.0,1767.0,447.0,935.0,1382.0
file_doc_056,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.495307999997749,1975.0,1616.0,460.0,605.0,1065.0
file_doc_070,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.090734199999133,1958.0,1109.0,450.0,685.0,1135.0
file_doc_049,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.30658620000031,1906.0,1195.0,445.0,1135.0,1580.0
file_doc_067,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.12175600000046,1942.0,1634.0,450.0,1358.0,1808.0
file_doc_069,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.19602069999746,1958.0,1698.0,453.0,1236.0,1689.0
file_doc_068,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.40964679999888,1989.0,2331.0,460.0,944.0,1404.0
file_doc_061,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.529154699997889,1912.0,1469.0,451.0,772.0,1223.0
file_doc_057,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.543408699999418,1918.0,1385.0,449.0,1091.0,1540.0
file_doc_065,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.811089099999663,1931.0,1280.0,452.0,1019.0,1471.0
file_doc_080,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.830124899999646,1955.0,1604.0,455.0,867.0,1322.0
file_doc_063,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,27.582458799999586,1918.0,1341.0,451.0,1643.0,2094.0
file_doc_058,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.034790199999406,1930.0,1462.0,447.0,1178.0,1625.0
file_doc_088,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.263460699999996,1978.0,1601.0,459.0,1219.0,1678.0
file_doc_071,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.17159569999785,1957.0,1705.0,457.0,1340.0,1797.0
file_doc_082,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.588280899999518,1894.0,1470.0,438.0,1306.0,1744.0
file_doc_074,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.977125199999136,1941.0,1233.0,446.0,737.0,1183.0
file_doc_073,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.120156199998746,1933.0,1375.0,449.0,1004.0,1453.0
file_doc_066,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,21.806100300000253,1944.0,1213.0,448.0,1304.0,1752.0
file_doc_077,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.936110599999665,1912.0,1609.0,446.0,941.0,1387.0
file_doc_075,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.836239599997498,1923.0,2245.0,450.0,960.0,1410.0
file_doc_076,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,25.942048400000203,1951.0,1855.0,454.0,1680.0,2134.0
file_doc_064,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,28.735032199998386,1955.0,1552.0,458.0,1726.0,2184.0
file_doc_072,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.752957900000183,1980.0,2688.0,463.0,1212.0,1675.0
file_doc_079,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.718931200000952,1905.0,1608.0,445.0,1120.0,1565.0
file_doc_089,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.50877870000113,1935.0,1657.0,451.0,1004.0,1455.0
file_doc_078,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.384561699996993,1914.0,1384.0,442.0,1245.0,1687.0
file_doc_084,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.528474999999162,1922.0,1807.0,452.0,929.0,1381.0
file_doc_091,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.947203300002002,1900.0,2071.0,449.0,953.0,1402.0
file_doc_081,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,21.6811091999989,1888.0,1458.0,444.0,1282.0,1726.0
file_doc_086,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.39692830000058,1939.0,1175.0,447.0,962.0,1409.0
file_doc_096,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.257715600000665,1949.0,1610.0,459.0,786.0,1245.0
file_doc_092,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.813935499998479,1944.0,1587.0,457.0,773.0,1230.0
file_doc_059,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,36.63387889999649,1934.0,1692.0,453.0,2203.0,2656.0
file_doc_085,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.612744699999894,1899.0,1147.0,444.0,1058.0,1502.0
file_doc_094,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.572018099999696,1888.0,1840.0,440.0,722.0,1162.0
file_doc_090,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.54211529999884,1930.0,1702.0,446.0,897.0,1343.0
file_doc_116,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.81220039999971,1999.0,1071.0,469.0,487.0,956.0
file_doc_062,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,fallback,,0,No parseable JSON object found in model output; attempts=[]; last_error=,False,True,1.0,39.853689399998984,1923.0,0.0,447.0,2400.0,2847.0
file_doc_099,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.26215620000221,1970.0,1642.0,462.0,738.0,1200.0
file_doc_095,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.568690699998115,1902.0,1272.0,447.0,1126.0,1573.0
file_doc_111,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.204311500001495,1967.0,1461.0,463.0,770.0,1233.0
file_doc_087,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,31.746496599997045,1934.0,1551.0,450.0,2033.0,2483.0
file_doc_098,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.470112700000755,1985.0,1345.0,459.0,831.0,1290.0
file_doc_093,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.602108800001588,1889.0,1161.0,446.0,1048.0,1494.0
file_doc_100,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.88530829999945,2002.0,1860.0,467.0,990.0,1457.0
file_doc_106,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.681866700000683,1993.0,2064.0,458.0,1210.0,1668.0
file_doc_108,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.574319799998193,2020.0,1463.0,472.0,839.0,1311.0
sheet_db_025,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.737850400000752,1902.0,1286.0,451.0,1221.0,1672.0
file_doc_110,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.67690130000119,1989.0,1516.0,459.0,1059.0,1518.0
file_doc_097,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,27.258581400001276,1971.0,1329.0,461.0,1615.0,2076.0
file_doc_104,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.43765970000095,2020.0,2454.0,477.0,1437.0,1914.0
file_doc_107,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,24.411280899999838,1994.0,1739.0,464.0,1573.0,2037.0
sheet_db_034,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.332346800001687,1933.0,1412.0,455.0,812.0,1267.0
file_doc_101,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.292091100000107,1985.0,2103.0,465.0,1407.0,1872.0
file_doc_083,file_doc,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw+repair,2,,True,False,1.0,39.396522600000026,1902.0,1092.0,445.0,2400.0,2845.0
file_doc_115,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.98293940000076,1962.0,1810.0,462.0,997.0,1459.0
file_doc_120,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.891461100000015,2001.0,1040.0,469.0,1059.0,1528.0
file_doc_112,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,24.932229499998357,2006.0,2636.0,471.0,1488.0,1959.0
file_doc_105,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.200052799998957,1963.0,1604.0,462.0,1351.0,1813.0
file_doc_102,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,26.130651999999827,1982.0,1574.0,459.0,1536.0,1995.0
sheet_db_027,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.414293500001804,1935.0,1773.0,448.0,1135.0,1583.0
file_doc_117,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.895453199998883,1959.0,1587.0,459.0,807.0,1266.0
file_doc_119,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.958514500001911,1980.0,1159.0,462.0,936.0,1398.0
sheet_db_026,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.681685700001253,1951.0,1032.0,459.0,1063.0,1522.0
sheet_db_021,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.21661739999763,1918.0,1207.0,452.0,1149.0,1601.0
file_doc_103,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,28.650053500001377,1979.0,1554.0,468.0,1731.0,2199.0
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,29.398589799999172,1939.0,1713.0,447.0,1874.0,2321.0
file_doc_113,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,25.988186999999016,1968.0,1321.0,463.0,1606.0,2069.0
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,25.442078699998092,1936.0,1790.0,454.0,1507.0,1961.0
file_doc_118,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.877512700000807,1970.0,1039.0,456.0,1174.0,1630.0
file_doc_109,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,29.84981030000199,1978.0,2193.0,462.0,1952.0,2414.0
sheet_db_038,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.979500699999335,1959.0,2015.0,459.0,1104.0,1563.0
file_doc_114,file_doc,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.000767800000176,1962.0,1294.0,458.0,1399.0,1857.0
sheet_db_028,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.562586800002464,1939.0,1529.0,453.0,868.0,1321.0
sheet_db_043,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.21855499999947,1912.0,2176.0,443.0,1126.0,1569.0
sheet_db_024,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.810061600001063,1925.0,1463.0,450.0,1086.0,1536.0
sheet_db_055,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.993485300001339,1937.0,1007.0,447.0,568.0,1015.0
sheet_db_031,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.0030431999985,1925.0,1315.0,447.0,1116.0,1563.0
sheet_db_049,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.840449700001045,1921.0,1084.0,450.0,541.0,991.0
sheet_db_039,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.083745600000839,1945.0,1204.0,448.0,613.0,1061.0
sheet_db_035,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.950888200000918,1930.0,2067.0,448.0,847.0,1295.0
sheet_db_032,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.390681699998822,1927.0,1616.0,451.0,990.0,1441.0
sheet_db_030,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.477781000001414,1946.0,1421.0,456.0,1289.0,1745.0
sheet_db_029,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,21.616675600002054,1923.0,2571.0,451.0,1298.0,1749.0
sheet_db_052,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.791359999999258,1888.0,1752.0,445.0,734.0,1179.0
sheet_db_040,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.406689199997345,1940.0,2210.0,454.0,949.0,1403.0
sheet_db_033,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.644443199998932,1920.0,1112.0,449.0,1299.0,1748.0
sheet_db_041,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.76104309999937,1906.0,2125.0,448.0,1132.0,1580.0
sheet_db_045,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.500352600000042,1887.0,1302.0,446.0,782.0,1228.0
sheet_db_044,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.83357050000268,1911.0,1902.0,448.0,919.0,1367.0
sheet_db_042,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.40811819999726,1931.0,1527.0,452.0,1409.0,1861.0
sheet_db_078,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.8589080999991,1958.0,1832.0,457.0,960.0,1417.0
sheet_db_046,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.978283500000543,1938.0,1822.0,455.0,990.0,1445.0
sheet_db_060,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.07781999999861,1950.0,1312.0,457.0,586.0,1043.0
sheet_db_057,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.09023950000119,1939.0,1560.0,454.0,688.0,1142.0
sheet_db_037,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,26.420448700002453,1923.0,2765.0,451.0,1555.0,2006.0
sheet_db_036,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,28.277827900001284,1912.0,1850.0,449.0,1759.0,2208.0
sheet_db_051,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,24.995640500001173,1903.0,1781.0,443.0,1489.0,1932.0
sheet_db_048,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,21.61267399999997,1939.0,952.0,452.0,1280.0,1732.0
sheet_db_062,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.40104159999828,1962.0,1300.0,462.0,769.0,1231.0
sheet_db_054,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,27.84126400000241,1914.0,1881.0,451.0,1821.0,2272.0
sheet_db_088,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.708556199999293,1969.0,1286.0,457.0,734.0,1191.0
sheet_db_047,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,29.197627499997907,1939.0,1340.0,447.0,1872.0,2319.0
sheet_db_056,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.75218279999899,1963.0,1446.0,457.0,1407.0,1864.0
sheet_db_070,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.48866839999755,1998.0,1884.0,465.0,898.0,1363.0
sheet_db_053,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,31.601891300000716,1892.0,1503.0,446.0,2026.0,2472.0
sheet_db_064,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.854255100002774,1946.0,1027.0,456.0,1165.0,1621.0
sheet_db_074,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.652573999999731,1980.0,1436.0,461.0,584.0,1045.0
sheet_db_050,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,30.394860599997628,1952.0,2208.0,457.0,1924.0,2381.0
sheet_db_059,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,24.533430299998145,1963.0,1311.0,454.0,1460.0,1914.0
sheet_db_090,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.40381559999878,1974.0,1537.0,461.0,850.0,1311.0
sheet_db_058,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,25.425247499999386,1970.0,1876.0,462.0,1641.0,2103.0
sheet_db_075,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.016612899999018,1957.0,1381.0,451.0,780.0,1231.0
sheet_db_067,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.1610354000004,1972.0,1036.0,451.0,880.0,1331.0
sheet_db_066,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,28.72297139999864,1988.0,2132.0,463.0,1734.0,2197.0
sheet_db_082,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.810465400001704,1933.0,1553.0,453.0,724.0,1177.0
sheet_db_083,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.73083670000051,1930.0,1678.0,446.0,858.0,1304.0
sheet_db_079,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.968447900002502,1935.0,1474.0,446.0,734.0,1180.0
sheet_db_080,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.35513179999907,1943.0,1966.0,452.0,1388.0,1840.0
sheet_db_076,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.343802200000937,1942.0,1664.0,452.0,801.0,1253.0
sheet_db_091,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.846480600001087,1930.0,1217.0,450.0,1197.0,1647.0
sheet_db_084,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.780510600001435,1916.0,1348.0,449.0,738.0,1187.0
sheet_db_077,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.110266499999852,1928.0,2205.0,451.0,997.0,1448.0
sheet_db_081,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.659603299998707,1908.0,1765.0,449.0,905.0,1354.0
sheet_db_068,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.260963900000206,1977.0,2026.0,457.0,1398.0,1855.0
sheet_db_069,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.675928899996507,1979.0,1823.0,458.0,1239.0,1697.0
sheet_db_073,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,24.086968499999784,1950.0,1395.0,454.0,1563.0,2017.0
sheet_db_072,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.612399400000868,1975.0,1454.0,460.0,1220.0,1680.0
sheet_db_086,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.099217800001497,1978.0,1638.0,462.0,909.0,1371.0
sheet_db_097,sheet_db,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.882088500002283,1989.0,822.0,466.0,427.0,893.0
sheet_db_063,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,36.89821319999828,1952.0,1712.0,452.0,2380.0,2832.0
sheet_db_061,sheet_db,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,37.20529570000144,1929.0,1605.0,456.0,2244.0,2700.0
